currency,valid_from,rate
SEK,2026-06-17,0.092593
NOK,2026-06-17,0.083604
PLN,2026-06-17,0.235762
CZK,2026-06-17,0.040817
AUD,2026-06-17,0.606426
CAD,2026-06-17,0.709130
USD,2026-06-18,0.906978
GBP,2026-06-18,1.103978
JPY,2026-06-18,0.005859
CHF,2026-06-18,1.038695
SEK,2026-06-18,0.092387
NOK,2026-06-18,0.083615
PLN,2026-06-18,0.235130
CZK,2026-06-18,0.040810
AUD,2026-06-18,0.608102
CAD,2026-06-18,0.711532
USD,2026-06-19,0.907549
GBP,2026-06-19,1.103541
JPY,2026-06-19,0.005855
CHF,2026-06-19,1.037875
SEK,2026-06-19,0.092132
NOK,2026-06-19,0.083330
PLN,2026-06-19,0.234890
CZK,2026-06-19,0.040813
AUD,2026-06-19,0.607999
CAD,2026-06-19,0.713576
USD,2026-06-20,0.910498
GBP,2026-06-20,1.102974
JPY,2026-06-20,0.005839
CHF,2026-06-20,1.038591
SEK,2026-06-20,0.092430
NOK,2026-06-20,0.083156
PLN,2026-06-20,0.234279
CZK,2026-06-20,0.040794
AUD,2026-06-20,0.606826
CAD,2026-06-20,0.715533
USD,2026-06-21,0.909181
GBP,2026-06-21,1.100830
JPY,2026-06-21,0.005853
CHF,2026-06-21,1.039841
SEK,2026-06-21,0.092423
NOK,2026-06-21,0.083290
PLN,2026-06-21,0.234681
CZK,2026-06-21,0.040789
AUD,2026-06-21,0.606616
CAD,2026-06-21,0.717311
USD,2026-06-22,0.909921
GBP,2026-06-22,1.098928
JPY,2026-06-22,0.005834
CHF,2026-06-22,1.037113
SEK,2026-06-22,0.092599
NOK,2026-06-22,0.083185
PLN,2026-06-22,0.234445
CZK,2026-06-22,0.040791
AUD,2026-06-22,0.608052
CAD,2026-06-22,0.719479
USD,2026-06-23,0.907590
GBP,2026-06-23,1.095932
JPY,2026-06-23,0.005844
CHF,2026-06-23,1.040355
SEK,2026-06-23,0.092420
NOK,2026-06-23,0.083321
PLN,2026-06-23,0.235163
CZK,2026-06-23,0.040827
AUD,2026-06-23,0.609487
CAD,2026-06-23,0.717155
USD,2026-06-24,0.909136
GBP,2026-06-24,1.093515
JPY,2026-06-24,0.005845
CHF,2026-06-24,1.042441
SEK,2026-06-24,0.092598
NOK,2026-06-24,0.083564
PLN,2026-06-24,0.235412
CZK,2026-06-24,0.040728
AUD,2026-06-24,0.609611
CAD,2026-06-24,0.715799
USD,2026-06-25,0.906113
GBP,2026-06-25,1.092819
JPY,2026-06-25,0.005854
CHF,2026-06-25,1.044329
SEK,2026-06-25,0.092683
NOK,2026-06-25,0.083372
PLN,2026-06-25,0.234921
CZK,2026-06-25,0.040708
AUD,2026-06-25,0.611495
CAD,2026-06-25,0.713535
USD,2026-06-26,0.904017
GBP,2026-06-26,1.092796
JPY,2026-06-26,0.005872
CHF,2026-06-26,1.046867
SEK,2026-06-26,0.092587
NOK,2026-06-26,0.083365
PLN,2026-06-26,0.235339
CZK,2026-06-26,0.040610
AUD,2026-06-26,0.609733
CAD,2026-06-26,0.712981
USD,2026-06-27,0.905363
GBP,2026-06-27,1.093478
JPY,2026-06-27,0.005881
CHF,2026-06-27,1.048560
SEK,2026-06-27,0.092701
NOK,2026-06-27,0.083451
PLN,2026-06-27,0.235089
CZK,2026-06-27,0.040708
AUD,2026-06-27,0.611517
CAD,2026-06-27,0.714101
USD,2026-06-28,0.908037
GBP,2026-06-28,1.097038
JPY,2026-06-28,0.005864
CHF,2026-06-28,1.049736
SEK,2026-06-28,0.092851
NOK,2026-06-28,0.083356
PLN,2026-06-28,0.235017
CZK,2026-06-28,0.040765
AUD,2026-06-28,0.610034
CAD,2026-06-28,0.716274
USD,2026-06-29,0.905324
GBP,2026-06-29,1.099731
JPY,2026-06-29,0.005853
CHF,2026-06-29,1.047986
SEK,2026-06-29,0.093069
NOK,2026-06-29,0.083367
PLN,2026-06-29,0.234296
CZK,2026-06-29,0.040639
AUD,2026-06-29,0.610683
CAD,2026-06-29,0.714371
USD,2026-06-30,0.905487
GBP,2026-06-30,1.101229
JPY,2026-06-30,0.005868
CHF,2026-06-30,1.051138
SEK,2026-06-30,0.093010
NOK,2026-06-30,0.083161
PLN,2026-06-30,0.233989
CZK,2026-06-30,0.040747
AUD,2026-06-30,0.611096
CAD,2026-06-30,0.713490
USD,2026-07-01,0.903288
GBP,2026-07-01,1.099086
JPY,2026-07-01,0.005882
CHF,2026-07-01,1.048165
SEK,2026-07-01,0.092858
NOK,2026-07-01,0.083398
PLN,2026-07-01,0.233497
CZK,2026-07-01,0.040690
AUD,2026-07-01,0.610342
CAD,2026-07-01,0.711398
USD,2026-07-02,0.904202
GBP,2026-07-02,1.096311
JPY,2026-07-02,0.005876
CHF,2026-07-02,1.045195
SEK,2026-07-02,0.092867
NOK,2026-07-02,0.083224
PLN,2026-07-02,0.233320
CZK,2026-07-02,0.040736
AUD,2026-07-02,0.610697
CAD,2026-07-02,0.711022
USD,2026-07-03,0.906113
GBP,2026-07-03,1.098373
JPY,2026-07-03,0.005885
CHF,2026-07-03,1.045974
SEK,2026-07-03,0.092854
NOK,2026-07-03,0.083406
PLN,2026-07-03,0.232790
CZK,2026-07-03,0.040596
AUD,2026-07-03,0.612709
CAD,2026-07-03,0.710576
USD,2026-07-04,0.906243
GBP,2026-07-04,1.097965
JPY,2026-07-04,0.005878
CHF,2026-07-04,1.048397
SEK,2026-07-04,0.092843
NOK,2026-07-04,0.083329
PLN,2026-07-04,0.232654
CZK,2026-07-04,0.040658
AUD,2026-07-04,0.612168
CAD,2026-07-04,0.709929
USD,2026-07-05,0.905765
GBP,2026-07-05,1.098685
JPY,2026-07-05,0.005891
CHF,2026-07-05,1.048821
SEK,2026-07-05,0.092791
NOK,2026-07-05,0.083219
PLN,2026-07-05,0.232391
CZK,2026-07-05,0.040537
AUD,2026-07-05,0.610669
CAD,2026-07-05,0.710831
USD,2026-07-06,0.904083
GBP,2026-07-06,1.101028
JPY,2026-07-06,0.005890
CHF,2026-07-06,1.050322
SEK,2026-07-06,0.092584
NOK,2026-07-06,0.083451
PLN,2026-07-06,0.232282
CZK,2026-07-06,0.040647
AUD,2026-07-06,0.612076
CAD,2026-07-06,0.710415
USD,2026-07-07,0.902009
GBP,2026-07-07,1.101354
JPY,2026-07-07,0.005882
CHF,2026-07-07,1.053288
SEK,2026-07-07,0.092379
NOK,2026-07-07,0.083528
PLN,2026-07-07,0.232133
CZK,2026-07-07,0.040593
AUD,2026-07-07,0.612657
CAD,2026-07-07,0.711128
USD,2026-07-08,0.901368
GBP,2026-07-08,1.102688
JPY,2026-07-08,0.005870
CHF,2026-07-08,1.052233
SEK,2026-07-08,0.092231
NOK,2026-07-08,0.083660
PLN,2026-07-08,0.232071
CZK,2026-07-08,0.040569
AUD,2026-07-08,0.611196
CAD,2026-07-08,0.711132
USD,2026-07-09,0.899560
GBP,2026-07-09,1.099232
JPY,2026-07-09,0.005860
CHF,2026-07-09,1.053194
SEK,2026-07-09,0.092339
NOK,2026-07-09,0.083446
PLN,2026-07-09,0.232567
CZK,2026-07-09,0.040658
AUD,2026-07-09,0.611615
CAD,2026-07-09,0.709717
USD,2026-07-10,0.896994
GBP,2026-07-10,1.095896
JPY,2026-07-10,0.005846
CHF,2026-07-10,1.053362
SEK,2026-07-10,0.092533
NOK,2026-07-10,0.083547
PLN,2026-07-10,0.232924
CZK,2026-07-10,0.040676
AUD,2026-07-10,0.611798
CAD,2026-07-10,0.710077
USD,2026-07-11,0.896861
GBP,2026-07-11,1.092421
JPY,2026-07-11,0.005866
CHF,2026-07-11,1.049758
SEK,2026-07-11,0.092716
NOK,2026-07-11,0.083623
PLN,2026-07-11,0.232734
CZK,2026-07-11,0.040560
AUD,2026-07-11,0.611453
CAD,2026-07-11,0.707832
USD,2026-07-12,0.898693
GBP,2026-07-12,1.092748
JPY,2026-07-12,0.005856
CHF,2026-07-12,1.050165
SEK,2026-07-12,0.092567
NOK,2026-07-12,0.083571
PLN,2026-07-12,0.232130
CZK,2026-07-12,0.040544
AUD,2026-07-12,0.612609
CAD,2026-07-12,0.710010
USD,2026-07-13,0.899389
GBP,2026-07-13,1.091002
JPY,2026-07-13,0.005840
CHF,2026-07-13,1.051650
SEK,2026-07-13,0.092816
NOK,2026-07-13,0.083754
PLN,2026-07-13,0.232478
CZK,2026-07-13,0.040571
AUD,2026-07-13,0.613996
CAD,2026-07-13,0.709829
USD,2026-07-14,0.900014
GBP,2026-07-14,1.088067
JPY,2026-07-14,0.005846
CHF,2026-07-14,1.054977
SEK,2026-07-14,0.093022
NOK,2026-07-14,0.083604
PLN,2026-07-14,0.232728
CZK,2026-07-14,0.040606
AUD,2026-07-14,0.613279
CAD,2026-07-14,0.708944
USD,2026-07-15,0.899743
GBP,2026-07-15,1.088863
JPY,2026-07-15,0.005855
CHF,2026-07-15,1.051527
SEK,2026-07-15,0.092839
NOK,2026-07-15,0.083646
PLN,2026-07-15,0.232408
CZK,2026-07-15,0.040676
AUD,2026-07-15,0.615336
CAD,2026-07-15,0.708206
USD,2026-07-16,0.897202
GBP,2026-07-16,1.086464
JPY,2026-07-16,0.005850
CHF,2026-07-16,1.052032
SEK,2026-07-16,0.092697
NOK,2026-07-16,0.083532
PLN,2026-07-16,0.232355
CZK,2026-07-16,0.040763
AUD,2026-07-16,0.615464
CAD,2026-07-16,0.708955
USD,2026-07-17,0.896332
GBP,2026-07-17,1.087491
JPY,2026-07-17,0.005864
CHF,2026-07-17,1.053307
SEK,2026-07-17,0.092743
NOK,2026-07-17,0.083340
PLN,2026-07-17,0.232968
CZK,2026-07-17,0.040885
AUD,2026-07-17,0.616672
CAD,2026-07-17,0.707055
USD,2026-07-18,0.895669
GBP,2026-07-18,1.089158
JPY,2026-07-18,0.005870
CHF,2026-07-18,1.049676
SEK,2026-07-18,0.093058
NOK,2026-07-18,0.083485
PLN,2026-07-18,0.232604
CZK,2026-07-18,0.040765
AUD,2026-07-18,0.616656
CAD,2026-07-18,0.707999
USD,2026-07-19,0.897230
GBP,2026-07-19,1.088069
JPY,2026-07-19,0.005856
CHF,2026-07-19,1.049240
SEK,2026-07-19,0.093181
NOK,2026-07-19,0.083354
PLN,2026-07-19,0.232939
CZK,2026-07-19,0.040864
AUD,2026-07-19,0.616331
CAD,2026-07-19,0.710322
USD,2026-07-20,0.900195
GBP,2026-07-20,1.087566
JPY,2026-07-20,0.005838
CHF,2026-07-20,1.051742
SEK,2026-07-20,0.093240
NOK,2026-07-20,0.083497
PLN,2026-07-20,0.232473
CZK,2026-07-20,0.040939
AUD,2026-07-20,0.616905
CAD,2026-07-20,0.709647
USD,2026-07-21,0.901739
GBP,2026-07-21,1.090381
JPY,2026-07-21,0.005819
CHF,2026-07-21,1.052024
SEK,2026-07-21,0.093075
NOK,2026-07-21,0.083740
PLN,2026-07-21,0.232568
CZK,2026-07-21,0.041077
AUD,2026-07-21,0.618242
CAD,2026-07-21,0.709148
USD,2026-07-22,0.899311
GBP,2026-07-22,1.090618
JPY,2026-07-22,0.005814
CHF,2026-07-22,1.053852
SEK,2026-07-22,0.092796
NOK,2026-07-22,0.083650
PLN,2026-07-22,0.232909
CZK,2026-07-22,0.041143
AUD,2026-07-22,0.617061
CAD,2026-07-22,0.711151
USD,2026-07-23,0.896317
GBP,2026-07-23,1.087123
JPY,2026-07-23,0.005823
CHF,2026-07-23,1.051701
SEK,2026-07-23,0.092926
NOK,2026-07-23,0.083532
PLN,2026-07-23,0.233001
CZK,2026-07-23,0.041196
AUD,2026-07-23,0.618242
CAD,2026-07-23,0.710775
USD,2026-07-24,0.893316
GBP,2026-07-24,1.090804
JPY,2026-07-24,0.005810
CHF,2026-07-24,1.051302
SEK,2026-07-24,0.092673
NOK,2026-07-24,0.083503
PLN,2026-07-24,0.233636
CZK,2026-07-24,0.041134
AUD,2026-07-24,0.616288
CAD,2026-07-24,0.710945
USD,2026-07-25,0.890785
GBP,2026-07-25,1.089362
JPY,2026-07-25,0.005824
CHF,2026-07-25,1.054605
SEK,2026-07-25,0.092367
NOK,2026-07-25,0.083251
PLN,2026-07-25,0.233766
CZK,2026-07-25,0.041191
AUD,2026-07-25,0.618417
CAD,2026-07-25,0.708548
USD,2026-07-26,0.888142
GBP,2026-07-26,1.088589
JPY,2026-07-26,0.005831
CHF,2026-07-26,1.053908
SEK,2026-07-26,0.092113
NOK,2026-07-26,0.083238
PLN,2026-07-26,0.234417
CZK,2026-07-26,0.041161
AUD,2026-07-26,0.618032
CAD,2026-07-26,0.706265
USD,2026-07-27,0.888588
GBP,2026-07-27,1.092238
JPY,2026-07-27,0.005840
CHF,2026-07-27,1.054122
SEK,2026-07-27,0.091922
NOK,2026-07-27,0.083382
PLN,2026-07-27,0.234849
CZK,2026-07-27,0.041182
AUD,2026-07-27,0.617691
CAD,2026-07-27,0.708309
